Step,Scaffold,SMILES,bioactivity,QED,herg,raw_bioactivity,raw_herg,total_score,ID
152.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)cc(OC)cc1OC,1.0,0.8310237526893616,0.8758351802825928,1.0,0.12416479736566544,0.9138851761817932,fine-tune predictive component_13
216.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)c(OC)cc1OC,1.0,0.8356024026870728,0.8729676008224487,1.0,0.12703238427639008,0.9136906862258911,fine-tune predictive component_14
213.0,O=C(NCC1CCCN1)c1cc2ccccc2s1,CCN1CCCC1CNC(=O)c1sc2cccc(OC)c2c1C,1.0,0.91188645362854,0.8319598436355591,1.0,0.1680401861667633,0.912071943283081,fine-tune predictive component_15
183.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)ccc1OC,1.0,0.895368218421936,0.836209237575531,1.0,0.1637907475233078,0.9105972051620483,fine-tune predictive component_16
216.0,O=C(NCC1CCCN1)c1cccc(S(=O)(=O)N2CCOCC2)c1,CCN1CCCC1CNC(=O)c1ccc(OC)c(S(=O)(=O)N2CCOCC2)c1,1.0,0.7182232141494751,0.9309642314910889,1.0,0.06903577595949173,0.9095469117164612,fine-tune predictive component_17
235.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(Cl)c1OC,1.0,0.8726476430892944,0.8415144085884094,1.0,0.15848562121391296,0.9082228541374207,fine-tune predictive component_18
210.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(C)cc1OC,1.0,0.8963180780410767,0.830308198928833,1.0,0.169691801071167,0.9082139730453491,fine-tune predictive component_19
246.0,O=C(NCC1CCCN1)c1ccco1,CCN1CCCC1CNC(=O)c1ccc(OC)o1,1.0,0.862572193145752,0.8444022536277771,1.0,0.1555977463722229,0.9073584079742432,fine-tune predictive component_20
212.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(OC)c1Cl,1.0,0.8726476430892944,0.8386712670326233,1.0,0.16132871806621552,0.9069941639900208,fine-tune predictive component_21
232.0,O=C(NCC1CCCN1)c1cc2ccccc2o1,CCN1CCCC1CNC(=O)c1oc2ccc(OC)cc2c1C,1.0,0.9212234020233154,0.8161774277687073,1.0,0.18382258713245392,0.9069572687149048,fine-tune predictive component_22
237.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,1.0,0.8356024026870728,0.8568455576896667,1.0,0.14315442740917206,0.9069032669067383,fine-tune predictive component_23
213.0,O=C(NCC1CCCN1)c1cccs1,CCN1CCCC1CNC(=O)c1sc(C)cc1OC,1.0,0.9006092548370361,0.8244489431381226,1.0,0.17555102705955505,0.9065104126930237,fine-tune predictive component_24
205.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)c(OC)cc(C)c1OC,1.0,0.8372948169708252,0.8547049164772034,1.0,0.14529506862163544,0.9063630104064941,fine-tune predictive component_25
218.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(OC)c1OC,1.0,0.8310237526893616,0.8564437031745911,1.0,0.14355629682540894,0.9057371616363525,fine-tune predictive component_26
246.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(Br)cc1OC,1.0,0.895368218421936,0.8246497511863708,1.0,0.17535023391246796,0.9055410623550415,fine-tune predictive component_27
205.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)cc(OC)c1OC,1.0,0.8356024026870728,0.8486971259117126,1.0,0.15130288898944855,0.9034435749053955,fine-tune predictive component_28
139.0,O=C(NCC1CCCN1)c1ccccc1,CCc1cccc(C(=O)NCC2CCCN2CC)c1OC,1.0,0.8748658895492554,0.8284355998039246,1.0,0.17156438529491425,0.9030084013938904,fine-tune predictive component_29
191.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(O)c(C)c1OC,1.0,0.8702179789543152,0.8298388123512268,1.0,0.17016121745109558,0.9026577472686768,fine-tune predictive component_30
248.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cccc(C)c1OC,1.0,0.8963180780410767,0.8168464303016663,1.0,0.18315356969833374,0.9022951126098633,fine-tune predictive component_31
219.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)c(OC)c(OC)c1C,1.0,0.8273486495018005,0.8497015833854675,1.0,0.15029840171337128,0.90207839012146,fine-tune predictive component_32
185.0,O=C(NCC1CCCN1)c1ccc2c(c1)CCCC2,CCN1CCCC1CNC(=O)c1cc2c(cc1OC)CCCC2,1.0,0.9080393314361572,0.8105574250221252,1.0,0.18944258987903595,0.9018502831459045,fine-tune predictive component_33
165.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(OC)c1OC,1.0,0.8310237526893616,0.8462343215942383,1.0,0.15376566350460052,0.9014028906822205,fine-tune predictive component_34
246.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1cc(C(=O)NCC2CCCN2CC)ccc1OC,1.0,0.8396838307380676,0.8393444418907166,1.0,0.16065552830696106,0.900324821472168,fine-tune predictive component_35
218.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1cc(C(=O)NCC2CCCN2CC)c(OC)cc1OC,1.0,0.7893458008766174,0.8647866249084473,1.0,0.13521334528923035,0.8999472260475159,fine-tune predictive component_36
196.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Cl)ccc1OC,1.0,0.9078256487846375,0.8061816096305847,1.0,0.1938183605670929,0.8998572826385498,fine-tune predictive component_37
238.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(F)c(Cl)c1OC,1.0,0.9083184599876404,0.8051044940948486,1.0,0.19489549100399017,0.8994738459587097,fine-tune predictive component_38
199.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)cc(Br)c1OC,1.0,0.8356024026870728,0.8389913439750671,1.0,0.16100864112377167,0.8992965817451477,fine-tune predictive component_39
245.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(C)c(OC)cc1C,1.0,0.9057906270027161,0.8054284453392029,1.0,0.19457153975963593,0.8991172313690186,fine-tune predictive component_40
215.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(N(C)C)cc1OC,1.0,0.872673749923706,0.820161759853363,1.0,0.17983825504779816,0.8989388942718506,fine-tune predictive component_41
191.0,O=C(NCC1CCCN1)c1ccccc1,CCc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1OC,1.0,0.8169122338294983,0.8472663164138794,1.0,0.1527336984872818,0.898758590221405,fine-tune predictive component_42
217.0,O=C(NCC1CCCN1)c1cnc2ccccc2c1,CCN1CCCC1CNC(=O)c1cc2ccc(OC)cc2nc1OC,1.0,0.8728591799736023,0.8168296217918396,1.0,0.1831703782081604,0.8975144028663635,fine-tune predictive component_43
238.0,O=C(NCC1CCCN1)c1cccs1,CCN1CCCC1CNC(=O)c1sc(OC)c(Cl)c1C,1.0,0.9078335762023926,0.8008847832679749,1.0,0.19911523163318634,0.8974892497062683,fine-tune predictive component_44
191.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)c(Br)cc(OC)c1OC,1.0,0.7845946550369263,0.8603251576423645,1.0,0.1396748274564743,0.8970034718513489,fine-tune predictive component_45
204.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(C(C)(C)C)c(OC)c1,1.0,0.906230628490448,0.8002423644065857,1.0,0.1997576206922531,0.8968842029571533,fine-tune predictive component_46
233.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(F)ccc(OC)c1OC,1.0,0.8736326694488525,0.8122188448905945,1.0,0.18778115510940552,0.8956431746482849,fine-tune predictive component_47
137.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)c(OC)cc(Br)c1OC,1.0,0.7845946550369263,0.8570047616958618,1.0,0.14299525320529938,0.8956170678138733,fine-tune predictive component_48
240.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(F)c1,1.0,0.8972510695457458,0.7997118234634399,1.0,0.20028819143772125,0.8948622941970825,fine-tune predictive component_49
220.0,O=C(NCC1CCCN1)c1ccccc1,CCCc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1,1.0,0.841982364654541,0.8247171640396118,1.0,0.17528283596038818,0.894504725933075,fine-tune predictive component_50
185.0,O=C(NCC1CCCN1)c1cc2ccccc2o1,CCN1CCCC1CNC(=O)c1oc2ccc(OC)cc2c1Br,1.0,0.862593412399292,0.813191831111908,1.0,0.18680813908576965,0.8937960863113403,fine-tune predictive component_51
198.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)c(Br)cc(OC)c1OC,1.0,0.7615856528282166,0.8649989366531372,1.0,0.1350010484457016,0.8936140537261963,fine-tune predictive component_52
241.0,O=C(NCC1CCCN1)c1c[nH]c(=O)c2ccccc12,CCN1CCCC1CNC(=O)c1cn(CC)c(=O)c2cc(OC)c(OC)cc12,1.0,0.7889410257339478,0.842496931552887,1.0,0.15750308334827423,0.890504777431488,fine-tune predictive component_53
204.0,O=C(NCC1CCCN1)c1ccc(N2CCOCC2)cc1,CCN1CCCC1CNC(=O)c1ccc(N2CCOCC2)cc1OC,1.0,0.8495925664901733,0.8115607500076294,1.0,0.1884392648935318,0.8903700709342957,fine-tune predictive component_54
247.0,O=C(NCC1CCCN1)c1cccnc1,CCN1CCCC1CNC(=O)c1cncc(OC)c1OC,1.0,0.8566150665283203,0.8069494366645813,1.0,0.1930505633354187,0.8898066878318787,fine-tune predictive component_55
224.0,O=C(NCC1CCCN1)c1cccnc1,CCN1CCCC1CNC(=O)c1ccc(OC)nc1OC,1.0,0.8566150665283203,0.8068594336509705,1.0,0.19314056634902954,0.8897669911384583,fine-tune predictive component_56
209.0,O=C(NCC1CCCN1)c1cccs1,CCN1CCCC1CNC(=O)c1sc(Br)c(Br)c1OC,1.0,0.7843169569969177,0.8430672287940979,1.0,0.1569327861070633,0.8896992206573486,fine-tune predictive component_57
193.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)cc(C)c1OC,1.0,0.8830532431602478,0.7932201027870178,1.0,0.20677988231182098,0.8891087174415588,fine-tune predictive component_58
246.0,O=C(NCC1CCCN1)c1cc2ccccc2o1,CCN1CCCC1CNC(=O)c1oc2ccc(C)cc2c1OC,1.0,0.9212234020233154,0.775404155254364,1.0,0.2245958298444748,0.8885548710823059,fine-tune predictive component_59
84.0,O=C(NCC1CCCN1)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,CCN1CCCC1CNC(=O)c1ccc(S(=O)(=O)Nc2ccccc2OC)cc1C,1.0,0.6708776950836182,0.9019492268562317,1.0,0.09805075079202652,0.8859342336654663,fine-tune predictive component_60
231.0,O=C(NCC1CCCN1)c1cn2ccccc2n1,CCN1CCCC1CNC(=O)c1cn2c(C)ccc(OC)c2n1,1.0,0.91465824842453,0.7721729874610901,1.0,0.22782699763774872,0.8858039975166321,fine-tune predictive component_61
212.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)c(C)cc(C)c1OC,1.0,0.875551164150238,0.7887857556343079,1.0,0.21121425926685333,0.885604739189148,fine-tune predictive component_62
191.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(N)ccc1OC,1.0,0.8002501130104065,0.8216480612754822,1.0,0.17835190892219543,0.8841368556022644,fine-tune predictive component_63
248.0,O=C(NCC1CCCN1)c1coc(-c2ccccc2)c1,CCN1CCCC1CNC(=O)c1cc(-c2cc(OC)c(OC)c(OC)c2)oc1C,1.0,0.7286570072174072,0.8605465888977051,1.0,0.1394534409046173,0.8839228749275208,fine-tune predictive component_64
220.0,O=C(NCC1CCCN1)c1ccc[nH]1,CCN1CCCC1CNC(=O)c1[nH]c(SC)c(Br)c1OC,1.0,0.7500441074371338,0.8477606773376465,1.0,0.1522393375635147,0.8837443590164185,fine-tune predictive component_65
209.0,O=C(NCC1CCCN1)c1cc2ccccc2s1,CCN1CCCC1CNC(=O)c1sc2cc(OC)ccc2c1Cl,1.0,0.8899786472320557,0.7778041958808899,1.0,0.2221958190202713,0.8835355043411255,fine-tune predictive component_66
238.0,O=C(NCC1CCCN1)c1ccccn1,CCN1CCCC1CNC(=O)c1nccc(OC)c1OC,1.0,0.8566150665283203,0.7912127375602722,1.0,0.2087872475385666,0.8828245997428894,fine-tune predictive component_67
236.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)c(OC)c(OC)c1Br,1.0,0.7615856528282166,0.838496208190918,1.0,0.16150377690792084,0.8825598955154419,fine-tune predictive component_68
232.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)c(OC)c(Br)c1OC,1.0,0.7615856528282166,0.838060736656189,1.0,0.16193926334381104,0.8823765516281128,fine-tune predictive component_69
219.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Cl)ccc(Cl)c1OC,1.0,0.9007495045661926,0.7701470851898193,1.0,0.22985294461250305,0.8821659088134766,fine-tune predictive component_70
220.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)c(Br)cc(C)c1OC,1.0,0.8356832265853882,0.7994616031646729,1.0,0.20053836703300476,0.8821194767951965,fine-tune predictive component_71
206.0,O=C(NCC1CCCN1)c1cc2ccccc2oc1=O,CCN1CCCC1CNC(=O)c1cc2ccc(OC)cc2oc1=O,1.0,0.8493245244026184,0.792557954788208,1.0,0.2074420303106308,0.881915807723999,fine-tune predictive component_72
210.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc([N+](=O)[O-])ccc1OC,1.0,0.6398349404335022,0.9116348624229431,1.0,0.08836513012647629,0.8813369274139404,fine-tune predictive component_73
218.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(F)c(N)cc1OC,1.0,0.8102836012840271,0.8056119680404663,1.0,0.1943880021572113,0.8793824315071106,fine-tune predictive component_74
249.0,O=C(NCC1CCCN1)c1ccc(-c2ccccc2)s1,CCN1CCCC1CNC(=O)c1ccc(-c2cc(OC)c(OC)c(OC)c2)s1,1.0,0.7276917099952698,0.8496143221855164,1.0,0.15038570761680603,0.8791807889938354,fine-tune predictive component_75
227.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(F)cc(Cl)c1OC,1.0,0.9083184599876404,0.7596452832221985,1.0,0.2403547167778015,0.8788039088249207,fine-tune predictive component_76
239.0,O=C(CCc1ccccc1)Nc1ccc(C(=O)NCC2CCCN2)cc1,CCN1CCCC1CNC(=O)c1ccc(NC(=O)CCc2ccc(OC)cc2)cc1,1.0,0.6652435660362244,0.8868699073791504,1.0,0.1131301000714302,0.8784966468811035,fine-tune predictive component_77
229.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(F)cc(Br)c1OC,1.0,0.879236102104187,0.7710698843002319,1.0,0.22893014550209045,0.8783317804336548,fine-tune predictive component_78
243.0,O=C(NCC1CCCN1)c1cccc(C(=O)NCC2CCCO2)c1,CCN1CCCC1CNC(=O)c1cc(C(=O)NCC2CCCO2)ccc1OC,1.0,0.7089839577674866,0.8583212494850159,1.0,0.14167875051498413,0.8781874179840088,fine-tune predictive component_79
242.0,O=C(NCC1CCCN1)c1cccc2ccccc12,CCN1CCCC1CNC(=O)c1c(OC)ccc2cc(OC)ccc12,1.0,0.8764821887016296,0.7716603875160217,1.0,0.22833962738513947,0.8780496716499329,fine-tune predictive component_80
245.0,O=C(NCC1CCCN1)c1nc(=O)c2ccccc2[nH]1,CCN1CCCC1CNC(=O)c1nc(=O)c2cc(OC)c(OC)cc2[nH]1,1.0,0.8023015856742859,0.8051915168762207,1.0,0.1948084682226181,0.8774597644805908,fine-tune predictive component_81
224.0,O=C(NCC1CCCN1)c1cn[nH]c1,CCN1CCCC1CNC(=O)c1c(Br)nn(C)c1OC,1.0,0.8766608238220215,0.769486665725708,1.0,0.2305133193731308,0.8770952224731445,fine-tune predictive component_82
241.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)cc(Cl)c1OC,1.0,0.8581324219703674,0.7771173119544983,1.0,0.22288265824317932,0.8768100142478943,fine-tune predictive component_83
205.0,O=C(NCC1CCCN1)c1cn[nH]c1,CCN1CCCC1CNC(=O)c1c(C)nn(C)c1OC,1.0,0.8722420930862427,0.7666728496551514,1.0,0.23332713544368744,0.8749262690544128,fine-tune predictive component_84
184.0,O=C(NCC1CCCN1)c1cccnc1,CCN1CCCC1CNC(=O)c1cccnc1OC,1.0,0.8698493838310242,0.7675455808639526,1.0,0.23245440423488617,0.8748437166213989,fine-tune predictive component_85
231.0,O=C(NCC1CCCN1)c1ccc(Oc2ccccc2)cc1,CCN1CCCC1CNC(=O)c1ccc(Oc2ccc(OC)cc2)cc1,1.0,0.8236232995986938,0.7878748178482056,1.0,0.21212516725063324,0.874437153339386,fine-tune predictive component_86
235.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)cc(Br)c1OC,1.0,0.7942134141921997,0.800449550151825,1.0,0.19955046474933624,0.8736169338226318,fine-tune predictive component_87
245.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)c(OC)c(Br)c1,1.0,0.7942134141921997,0.7992353439331055,1.0,0.20076465606689453,0.8730866312980652,fine-tune predictive component_88
227.0,O=C(NCC1CCCN1)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,CCN1CCCC1CNC(=O)c1ccc(S(=O)(=O)Nc2cc(C)ccc2OC)cc1OC,1.0,0.5958989262580872,0.9213503003120422,1.0,0.07864971458911896,0.8725783228874207,fine-tune predictive component_89
227.0,O=C(NCC1CCCN1)c1cn[nH]c1,CCN1CCCC1CNC(=O)c1c(OC)nn(C)c1OC,1.0,0.83463454246521,0.775013267993927,1.0,0.2249867469072342,0.8710096478462219,fine-tune predictive component_90
241.0,O=C(NCC1CCCN1)c1cnc2c(c1)C(=O)CCC2,CCN1CCCC1CNC(=O)c1cc2c(nc1OC)CC(C)(C)CC2=O,1.0,0.8743329644203186,0.756359338760376,1.0,0.24364067614078522,0.8706160187721252,fine-tune predictive component_91
214.0,O=C(NCC1CCCN1)c1cn[nH]c1,CCN1CCCC1CNC(=O)c1cnn(C)c1OC,1.0,0.8495624661445618,0.7671395540237427,1.0,0.23286046087741852,0.8705401420593262,fine-tune predictive component_92
238.0,O=C(NCC1CCCN1)c1cccc2ccccc12,CCN1CCCC1CNC(=O)c1c(OC)c(OC)cc2cccc(F)c12,1.0,0.8594582676887512,0.7585776448249817,1.0,0.2414223700761795,0.8686503171920776,fine-tune predictive component_93
233.0,O=C(Nc1ccccc1)Nc1cccc(C(=O)NCC2CCCN2)c1,CCN1CCCC1CNC(=O)c1cc(NC(=O)Nc2cc(C)cc(C)c2)ccc1OC,1.0,0.6229999661445618,0.8880929946899414,1.0,0.1119069829583168,0.8675229549407959,fine-tune predictive component_94
220.0,O=C(NCC1CCCN1)c1cccc(C(=O)Nc2ccccc2)c1,CCN1CCCC1CNC(=O)c1ccc(OC)c(C(=O)Nc2cccc(N(C)C)c2)c1,1.0,0.6806967258453369,0.8489121198654175,1.0,0.1510878950357437,0.8672330379486084,fine-tune predictive component_95
180.0,O=C(NCC1CCCN1)c1ccccc1,CCCCOc1cc(C(=O)NCC2CCCN2CC)ccc1OC,1.0,0.7052148580551147,0.8285879492759705,1.0,0.17141206562519073,0.864967405796051,fine-tune predictive component_96
243.0,O=C(NCC1CCCN1)c1ccccc1,CCCS(=O)(=O)Nc1ccc(Cl)c(C(=O)NCC2CCCN2CC)c1OC,1.0,0.6445562243461609,0.8663185834884644,1.0,0.13368141651153564,0.8648149967193604,fine-tune predictive component_97
247.0,O=C(NCC1CCCN1)c1cnc2ccccc2c1,CCN1CCCC1CNC(=O)c1cc2cccc(C)c2nc1OC,1.0,0.9173470735549927,0.7259688973426819,1.0,0.2740311026573181,0.8647168874740601,fine-tune predictive component_98
235.0,O=C(NCC1CCCN1)C1CCN(S(=O)(=O)c2ccccc2)CC1,CCN1CCCC1CNC(=O)C1CCN(S(=O)(=O)c2ccc(OC)c(OC)c2)CC1,0.8999999761581421,0.6634507179260254,0.9439833164215088,0.8999999761581421,0.0560167133808136,0.8630669116973877,fine-tune predictive component_99
194.0,O=C(NCC1CCCN1)c1cn(-c2ccccc2)cn1,CCN1CCCC1CNC(=O)c1nc(C)n(-c2cccc(OC)c2)c1C,1.0,0.8645350933074951,0.7419809699058533,1.0,0.2580190598964691,0.8620126247406006,fine-tune predictive component_100
148.0,O=C(NCC1CCCN1)c1cncnc1,CCOc1nc(OC)ncc1C(=O)NCC1CCCN1CC,1.0,0.8126116991043091,0.7609354257583618,1.0,0.23906457424163818,0.8600342273712158,fine-tune predictive component_101
249.0,O=C(NCC1CCCN1)c1cncnc1,CCN1CCCC1CNC(=O)c1c(OC)nc(OC)nc1OC,1.0,0.7905190587043762,0.7698318958282471,1.0,0.23016810417175293,0.8592921495437622,fine-tune predictive component_102
237.0,O=C(NCC1CCCN1)c1cncnc1,CCN1CCCC1CNC(=O)c1cnc(OC)nc1OC,1.0,0.8323889374732971,0.7494350075721741,1.0,0.2505649924278259,0.8589321374893188,fine-tune predictive component_103
166.0,O=C(NCC1CCCN1)c1cccc2ccccc12,CCN1CCCC1CNC(=O)c1c(OC)c(OC)cc2ccccc12,0.8999999761581421,0.8764821887016296,0.8113696575164795,0.8999999761581421,0.1886303573846817,0.8588812947273254,fine-tune predictive component_104
216.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(COC)cc1,0.8999999761581421,0.8643426299095154,0.8162550330162048,0.8999999761581421,0.18374498188495636,0.8585479259490967,fine-tune predictive component_105
236.0,O=C(NCC1CCCN1)c1ccccc1,CCCCOc1cc(OC)c(OC)cc1C(=O)NCC1CCCN1CC,1.0,0.6466392874717712,0.8485947251319885,1.0,0.15140525996685028,0.8582475185394287,fine-tune predictive component_106
245.0,O=C(NCC1CCCN1)c1cccc(S(=O)(=O)N2CCN(c3ccccc3)CC2)c1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)N2CCN(c3ccccc3OC)CC2)ccc1C,1.0,0.600357174873352,0.8802543878555298,1.0,0.11974560469388962,0.8580749034881592,fine-tune predictive component_107
247.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(OC)c1OCCO,1.0,0.6970951557159424,0.816794216632843,1.0,0.18320581316947937,0.8580319881439209,fine-tune predictive component_108
226.0,O=C(NCC1CCCN1)c1cccnc1,CCN1CCCC1CNC(=O)c1ccc(OC)nc1,1.0,0.8698493838310242,0.7310938835144043,1.0,0.2689061164855957,0.85798180103302,fine-tune predictive component_109
203.0,O=C(NCC1CCCN1)c1ccccc1,C=C(C)CCOc1c(OC)cc(C(=O)NCC2CCCN2CC)cc1OC,1.0,0.635312557220459,0.8548800945281982,1.0,0.14511992037296295,0.8577476739883423,fine-tune predictive component_110
169.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Cl)cc(Cl)c1OC,1.0,0.9007495045661926,0.7173693776130676,1.0,0.28263059258461,0.8574680685997009,fine-tune predictive component_111
239.0,O=C(NCC1CCCN1)c1cccc2[nH]ncc12,CCN1CCCC1CNC(=O)c1c(OC)ccc2c1c(C)nn2C,1.0,0.912031352519989,0.712309718132019,1.0,0.28769028186798096,0.8571749925613403,fine-tune predictive component_112
