Step,Scaffold,SMILES,bioactivity,Tanimoto Similarity,raw_bioactivity,total_score,ID
200.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(Br)c(OC)c1OC,1.0,0.7441860437393188,1.0,0.8626621961593628,fine-tune predictive component_29
198.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Cl)c(OC)cc1OC,1.0,0.7441860437393188,1.0,0.8626621961593628,fine-tune predictive component_30
170.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)cc(C)c1OC,1.0,0.7441860437393188,1.0,0.8626621961593628,fine-tune predictive component_31
214.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(F)c1OC,1.0,0.7441860437393188,1.0,0.8626621961593628,fine-tune predictive component_32
188.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)c(OC)cc1OC,1.0,0.7441860437393188,1.0,0.8626621961593628,fine-tune predictive component_33
167.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Cl)ccc(OC)c1OC,1.0,0.7441860437393188,1.0,0.8626621961593628,fine-tune predictive component_34
172.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)cc(Br)c1OC,1.0,0.7441860437393188,1.0,0.8626621961593628,fine-tune predictive component_35
247.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(F)ccc(OC)c1OC,1.0,0.7441860437393188,1.0,0.8626621961593628,fine-tune predictive component_36
189.0,O=C(NCC1CCCN1)c1ccccc1,CCc1cc(Br)c(OC)c(C(=O)NCC2CCCN2CC)c1OC,1.0,0.7415730357170105,1.0,0.8611463308334351,fine-tune predictive component_37
204.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)cc(OC)c(Cl)c1OC,1.0,0.7415730357170105,1.0,0.8611463308334351,fine-tune predictive component_38
162.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)cc(OC)c(Br)c1OC,1.0,0.7415730357170105,1.0,0.8611463308334351,fine-tune predictive component_39
147.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)c(Br)cc(OC)c1OC,1.0,0.7415730357170105,1.0,0.8611463308334351,fine-tune predictive component_40
176.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)cc(C)c1OC,1.0,0.7349397540092468,1.0,0.857286274433136,fine-tune predictive component_41
229.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)cc(OC)c1O,1.0,0.7349397540092468,1.0,0.857286274433136,fine-tune predictive component_42
180.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Cl)cc(C)c1OC,1.0,0.7349397540092468,1.0,0.857286274433136,fine-tune predictive component_43
234.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cccc(Br)c1OC,1.0,0.7317073345184326,1.0,0.855398952960968,fine-tune predictive component_44
246.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(C)c(Br)cc(OC)c1OC,1.0,0.7303370833396912,1.0,0.8545976281166077,fine-tune predictive component_45
207.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3cc(Cl)ccc32)CC1,0.800000011920929,0.9111111164093018,0.800000011920929,0.8537498712539673,fine-tune predictive component_46
156.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(F)cc3)c3cc(F)ccc32)CC1,0.800000011920929,0.9111111164093018,0.800000011920929,0.8537498712539673,fine-tune predictive component_47
197.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)c(Br)cc(C(C)=O)c1OC,1.0,0.7252747416496277,1.0,0.8516306281089783,fine-tune predictive component_48
213.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(OC)c1F,1.0,0.7241379022598267,1.0,0.8509629368782043,fine-tune predictive component_49
214.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)c(OC)c(OC)c1,1.0,0.7241379022598267,1.0,0.8509629368782043,fine-tune predictive component_50
191.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)cc(Cl)c(Cl)c1Cl,1.0,0.7209302186965942,1.0,0.8490760922431946,fine-tune predictive component_51
192.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(SC)cc1OC,1.0,0.7209302186965942,1.0,0.8490760922431946,fine-tune predictive component_52
186.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)cc1OC,1.0,0.7209302186965942,1.0,0.8490760922431946,fine-tune predictive component_53
178.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(OC)c1OC,1.0,0.7191011309623718,1.0,0.847998321056366,fine-tune predictive component_54
165.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)cc(OC)c1OC,1.0,0.7191011309623718,1.0,0.847998321056366,fine-tune predictive component_55
175.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Cl)ccc(Cl)c1OC,1.0,0.7142857313156128,1.0,0.8451542854309082,fine-tune predictive component_56
189.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Br)c(O)c(OC)c(Cl)c1OC,1.0,0.7142857313156128,1.0,0.8451542854309082,fine-tune predictive component_57
191.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1C,1.0,0.7142857313156128,1.0,0.8451542854309082,fine-tune predictive component_58
183.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1N,1.0,0.7142857313156128,1.0,0.8451542854309082,fine-tune predictive component_59
186.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)cc(Cl)c(C)c1Cl,1.0,0.7126436829566956,1.0,0.8441822528839111,fine-tune predictive component_60
221.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(Cl)cc1OC,1.0,0.7108433842658997,1.0,0.8431152701377869,fine-tune predictive component_61
187.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1c(OC)cc(Br)c(OC)c1C(=O)NCC1CCCN1CC,1.0,0.7096773982048035,1.0,0.8424234986305237,fine-tune predictive component_62
227.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1cc(Cl)c(OC)c(C(=O)NCC2CCCN2CC)c1OC,1.0,0.7096773982048035,1.0,0.8424234986305237,fine-tune predictive component_63
234.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Cl)ccc(C)c1OC,1.0,0.7093023061752319,1.0,0.8422008752822876,fine-tune predictive component_64
173.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)cc(OC)c1Br,1.0,0.7078651785850525,1.0,0.8413472175598145,fine-tune predictive component_65
193.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)cc(OC)c1Cl,1.0,0.7078651785850525,1.0,0.8413472175598145,fine-tune predictive component_66
172.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(C(N)=O)c1OC,1.0,0.70652174949646,1.0,0.8405484557151794,fine-tune predictive component_67
203.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(C(F)(F)F)c1OC,1.0,0.70652174949646,1.0,0.8405484557151794,fine-tune predictive component_68
161.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccccc1OC,1.0,0.7058823704719543,1.0,0.8401680588722229,fine-tune predictive component_69
177.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(C)cc(OC)c1OC,1.0,0.7045454382896423,1.0,0.8393720388412476,fine-tune predictive component_70
139.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)cc(OC)c1,1.0,0.7011494040489197,1.0,0.8373466730117798,fine-tune predictive component_71
164.0,c1ccc(C2CC(N3CCNCC3)c3ccccc32)cc1,CN1CCN(C2CC(c3ccc(Cl)cc3)c3ccc(Cl)cc32)CC1,0.699999988079071,1.0,0.699999988079071,0.8366600275039673,fine-tune predictive component_72
195.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Cl)cc(Cl)cc1OC,1.0,0.6976743936538696,1.0,0.835269033908844,fine-tune predictive component_73
212.0,O=C(NCC1CCCN1)c1ccccc1,CCC(=O)c1cc(Br)c(OC)c(C(=O)NCC2CCCN2CC)c1OC,1.0,0.6947368383407593,1.0,0.8335087299346924,fine-tune predictive component_74
226.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)c(N)cc1OC,1.0,0.6941176652908325,1.0,0.8331372141838074,fine-tune predictive component_75
208.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Cl)c(C)cc1OC,1.0,0.6941176652908325,1.0,0.8331372141838074,fine-tune predictive component_76
215.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(C)cc(Br)c1OC,1.0,0.6941176652908325,1.0,0.8331372141838074,fine-tune predictive component_77
138.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Cl)c(N)cc1OC,1.0,0.6941176652908325,1.0,0.8331372141838074,fine-tune predictive component_78
226.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Cl)cc(OC)c(OC)c1Cl,1.0,0.692307710647583,1.0,0.8320503234863281,fine-tune predictive component_79
195.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)c(F)c(F)c(F)c1OC,1.0,0.692307710647583,1.0,0.8320503234863281,fine-tune predictive component_80
157.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(OC)c1OC,1.0,0.6914893388748169,1.0,0.8315584063529968,fine-tune predictive component_81
244.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1c(Br)cc(OC)c(OC)c1C(=O)NCC1CCCN1CC,1.0,0.6914893388748169,1.0,0.8315584063529968,fine-tune predictive component_82
172.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)ccc1O,1.0,0.6904761791229248,1.0,0.8309489488601685,fine-tune predictive component_83
179.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(F)c(OC)c1,1.0,0.6904761791229248,1.0,0.8309489488601685,fine-tune predictive component_84
205.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(O)ccc1OC,1.0,0.6904761791229248,1.0,0.8309489488601685,fine-tune predictive component_85
213.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(O)cc1OC,1.0,0.6904761791229248,1.0,0.8309489488601685,fine-tune predictive component_86
212.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)ccc1F,1.0,0.6904761791229248,1.0,0.8309489488601685,fine-tune predictive component_87
181.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(C)c1OC,1.0,0.6888889074325562,1.0,0.8299933075904846,fine-tune predictive component_88
182.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)cc(O)c(C)c1OC,1.0,0.6888889074325562,1.0,0.8299933075904846,fine-tune predictive component_89
191.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)cc(C(C)(C)C)c1OC,1.0,0.6881720423698425,1.0,0.8295613527297974,fine-tune predictive component_90
194.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1OC,1.0,0.6881720423698425,1.0,0.8295613527297974,fine-tune predictive component_91
181.0,O=C(NCC1CCCN1)c1ccccc1,CCc1cc(O)c(OC)c(C(=O)NCC2CCCN2CC)c1OC,1.0,0.6847826242446899,1.0,0.8275159597396851,fine-tune predictive component_92
247.0,O=C(NCC1CCCN1)c1ccccc1OC1CCCCC1,CCN1CCCC1CNC(=O)c1cccc(OC)c1OC1CCCCC1,1.0,0.682692289352417,1.0,0.8262519240379333,fine-tune predictive component_93
191.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)cc(C)c(Br)c1C,1.0,0.6818181872367859,1.0,0.8257228136062622,fine-tune predictive component_94
165.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(OC)c1,1.0,0.6818181872367859,1.0,0.8257228136062622,fine-tune predictive component_95
186.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)c(OC)cc1OC,1.0,0.6813187003135681,1.0,0.8254203200340271,fine-tune predictive component_96
130.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)cc(OC)cc1OC,1.0,0.6813187003135681,1.0,0.8254203200340271,fine-tune predictive component_97
222.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1ccc(C(=O)NCC2CCCN2CC)cc1OC,1.0,0.6808510422706604,1.0,0.8251369595527649,fine-tune predictive component_98
145.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1cc(OC)c(C(=O)NCC2CCCN2CC)c(Cl)c1O,1.0,0.6808510422706604,1.0,0.8251369595527649,fine-tune predictive component_99
181.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(Cl)c1,1.0,0.6785714030265808,1.0,0.8237544298171997,fine-tune predictive component_100
179.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)c(F)c1,1.0,0.6785714030265808,1.0,0.8237544298171997,fine-tune predictive component_101
220.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(C)c(Cl)c1OC,1.0,0.6781609058380127,1.0,0.8235052824020386,fine-tune predictive component_102
241.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(C)ccc(OC)c1OC,1.0,0.6774193644523621,1.0,0.8230549097061157,fine-tune predictive component_103
211.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)c(OC)c(Br)c1Br,1.0,0.6739130616188049,1.0,0.8209220767021179,fine-tune predictive component_104
182.0,O=C(NCC1CCCN1)c1ccccc1,CCOc1cc(OC)c(Br)cc1C(=O)NCC1CCCN1CC,1.0,0.6739130616188049,1.0,0.8209220767021179,fine-tune predictive component_105
185.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Cl)c(OC)c(OC)c1OC,1.0,0.6736842393875122,1.0,0.8207827210426331,fine-tune predictive component_106
221.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Br)c(OC)c(OC)c1OC,1.0,0.6736842393875122,1.0,0.8207827210426331,fine-tune predictive component_107
147.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cccc(OC)c1O,1.0,0.6705882549285889,1.0,0.8188945055007935,fine-tune predictive component_108
186.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(Cl)c(NC)cc1OC,1.0,0.6704545617103577,1.0,0.818812906742096,fine-tune predictive component_109
156.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cccc(C)c1OC,1.0,0.6704545617103577,1.0,0.818812906742096,fine-tune predictive component_110
179.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(C#N)c(Cl)cc1OC,1.0,0.6703296899795532,1.0,0.8187366724014282,fine-tune predictive component_111
228.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)c(Br)c(OC)c(Br)c1OC,1.0,0.6702127456665039,1.0,0.8186652064323425,fine-tune predictive component_112
239.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OCCO)cc1OC,1.0,0.6701030731201172,1.0,0.818598210811615,fine-tune predictive component_113
183.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)c(C)c(OC)c1,1.0,0.6666666865348816,1.0,0.8164966106414795,fine-tune predictive component_114
148.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(F)c(OC)c(Cl)c1,1.0,0.6666666865348816,1.0,0.8164966106414795,fine-tune predictive component_115
192.0,O=C(NCC1CCCN1)c1cccc(S(=O)(=O)NCC2CCCN2)c1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NCC2CCCN2CC)ccc1OC,1.0,0.6607142686843872,1.0,0.8128433227539062,fine-tune predictive component_116
202.0,O=C(NCC1CCCN1)c1ccccc1,CCCOc1ccc(OC)c(C(=O)NCC2CCCN2CC)c1,1.0,0.6595744490623474,1.0,0.8121418952941895,fine-tune predictive component_117
194.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(O)c(OC)c(C)c(OC)c1OC,1.0,0.65625,1.0,0.810092568397522,fine-tune predictive component_118
174.0,O=C(NCC1CCCN1)c1cccc(S(=O)(=O)NCCC2=CCCCC2)c1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NCCC2=CCCCC2)ccc1OC,1.0,0.6548672318458557,1.0,0.8092386722564697,fine-tune predictive component_119
177.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)c(OC)c(OC)c1Br,1.0,0.6526315808296204,1.0,0.8078561425209045,fine-tune predictive component_120
248.0,O=C(NCC1CCCN1)c1ccc(N2CC2)cc1,CCN1CCCC1CNC(=O)c1c(OC)cc(N2CC2)cc1OC,1.0,0.6526315808296204,1.0,0.8078561425209045,fine-tune predictive component_121
220.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc([N+](=O)[O-])cc1OC,1.0,0.6521739363670349,1.0,0.8075728416442871,fine-tune predictive component_122
223.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(C(C)C)cc1OC,1.0,0.6521739363670349,1.0,0.8075728416442871,fine-tune predictive component_123
226.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(N)cc1OC,1.0,0.6516854166984558,1.0,0.807270348072052,fine-tune predictive component_124
215.0,O=C(NCC1CCCN1)c1cccc(S(=O)(=O)N2CCOCC2)c1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1OC,1.0,0.650943398475647,1.0,0.8068106174468994,fine-tune predictive component_125
203.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc([N+](=O)[O-])cc(OC)c1OC,1.0,0.6489361524581909,1.0,0.8055657148361206,fine-tune predictive component_126
232.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(OC)ccc(NO)c1OC,0.8999999761581421,0.7191011309623718,0.8999999761581421,0.8044818043708801,fine-tune predictive component_127
237.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1c(Cl)c(Cl)c(Cl)c(C#N)c1OC,1.0,0.6451612710952759,1.0,0.8032193183898926,fine-tune predictive component_128
162.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(OC)c(OC)c(OC)c1,1.0,0.6451612710952759,1.0,0.8032193183898926,fine-tune predictive component_129
232.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(N(CCCl)CCCl)cc1OC,1.0,0.6442307829856873,1.0,0.802639901638031,fine-tune predictive component_130
222.0,O=C(NCC1CCCN1)c1ccc(OCC2CC2)cc1,CCN1CCCC1CNC(=O)c1ccc(OCC2CC2)c(OC)c1OC,1.0,0.6442307829856873,1.0,0.802639901638031,fine-tune predictive component_131
163.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(OC)cc1,1.0,0.6436781883239746,1.0,0.8022955656051636,fine-tune predictive component_132
163.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)NC(C)C)c(OC)cc1OC,1.0,0.6407766938209534,1.0,0.8004853129386902,fine-tune predictive component_133
217.0,O=C(NCC1CCCN1)c1cccc(C(=O)NN2CCOCC2)c1,CCN1CCCC1CNC(=O)c1cc(C(=O)NN2CCOCC2)ccc1OC,1.0,0.6388888955116272,1.0,0.799305260181427,fine-tune predictive component_134
199.0,O=C(NCC1CCCN1)c1ccccc1,CCN1CCCC1CNC(=O)c1ccc(C(C)(C)C)cc1OC,1.0,0.6382978558540344,1.0,0.7989354729652405,fine-tune predictive component_135
